Periodo,Ano,Mes,Receitas_Ativas,Receitas_Passivas,Total_Receitas,Despesas_Operacionais,Despesas_Patrimoniais,Total_Despesas,Financiamento1_Studio,Financiamento2_Moradia,Financiamento3_Orlando,Venda_Ativos,Desembolso_Objetivos,Portfolio_Inicial,Rendimento_Portfolio,Saving,Portfolio_Final
2033/12,2033,12,0.00,0.00,0.00,0.00,2688.15,0.00,4643.95,12305.32,9334.75,0.00,0.00,4738501.73,0.00,-51723.77,4702290.58
2034/01,2034,1,0.00,0.00,0.00,0.00,2688.15,0.00,4643.95,12243.30,9334.75,0.00,0.00,4702290.58,0.00,4215.25,4721899.91
2034/02,2034,2,0.00,0.00,0.00,0.00,4546.92,0.00,4643.95,12181.28,9334.75,0.00,0.00,4721899.91,0.00,2418.50,4739776.69
2034/03,2034,3,0.00,0.00,0.00,0.00,2688.15,0.00,4643.95,12119.25,9334.75,0.00,0.00,4739776.69,0.00,4339.30,4759632.78
2034/04,2034,4,0.00,0.00,0.00,0.00,2688.15,0.00,4643.95,12057.23,9334.75,0.00,0.00,4759632.78,0.00,34401.32,4809615.90
2034/05,2034,5,0.00,0.00,0.00,0.00,2688.15,0.00,4643.95,11995.21,9334.75,0.00,0.00,4809615.90,0.00,4463.34,4829824.67
2034/06,2034,6,0.00,0.00,0.00,0.00,2688.15,0.00,4643.95,11933.19,9334.75,0.00,0.00,4829824.67,0.00,4525.36,4850161.61
2034/07,2034,7,0.00,0.00,0.00,0.00,2688.15,0.00,4643.95,11871.17,9334.75,0.00,0.00,4850161.61,0.00,-51289.62,4814750.16
2034/08,2034,8,0.00,0.00,0.00,0.00,2688.15,0.00,4643.95,11809.15,9334.75,0.00,0.00,4814750.16,0.00,4649.40,4835161.80
2034/09,2034,9,0.00,0.00,0.00,0.00,2688.15,0.00,4643.95,11747.13,9334.75,0.00,0.00,4835161.80,0.00,4711.42,4855702.29
2034/10,2034,10,0.00,0.00,0.00,0.00,2688.15,0.00,4643.95,11685.11,9334.75,0.00,0.00,4855702.29,0.00,4773.44,4876372.03
2034/11,2034,11,0.00,0.00,0.00,0.00,2688.15,0.00,4643.95,11623.09,9334.75,0.00,0.00,4876372.03,0.00,71501.79,4963837.80
2034/12,2034,12,0.00,0.00,0.00,0.00,2688.15,0.00,4643.95,11561.06,9334.75,0.00,0.00,4963837.80,0.00,-50979.51,4929108.60
2035/01,2035,1,0.00,0.00,0.00,0.00,2688.15,0.00,4643.95,11499.04,9334.75,831113.04,0.00,4929108.60,0.00,835072.55,5780317.77
2035/02,2035,2,0.00,0.00,0.00,0.00,3150.00,0.00,4643.95,11437.02,0.00,0.00,0.00,5780317.77,0.00,1719.03,5800960.05
2035/03,2035,3,0.00,0.00,0.00,0.00,1850.00,0.00,4643.95,11375.00,0.00,0.00,0.00,5800960.05,0.00,3081.05,5823031.93
2035/04,2035,4,0.00,0.00,0.00,0.00,1850.00,0.00,4643.95,11312.98,0.00,0.00,0.00,5823031.93,0.00,33143.07,5875238.10
2035/05,2035,5,0.00,0.00,0.00,0.00,1850.00,0.00,4643.95,11250.96,0.00,0.00,0.00,5875238.10,0.00,3205.09,5897677.19
2035/06,2035,6,0.00,0.00,0.00,0.00,1850.00,0.00,4643.95,11188.94,0.00,0.00,0.00,5897677.19,0.00,3267.11,5920251.76
2035/07,2035,7,0.00,0.00,0.00,0.00,1850.00,0.00,4643.95,11126.92,0.00,0.00,0.00,5920251.76,0.00,-52547.87,5887085.26
2035/08,2035,8,0.00,0.00,0.00,0.00,1850.00,0.00,4643.95,11064.90,0.00,0.00,0.00,5887085.26,0.00,3391.15,5909749.20
2035/09,2035,9,0.00,0.00,0.00,0.00,1850.00,0.00,4643.95,11002.87,0.00,0.00,0.00,5909749.20,0.00,3453.18,5932549.36
2035/10,2035,10,0.00,0.00,0.00,0.00,1850.00,0.00,4643.95,10940.85,0.00,0.00,0.00,5932549.36,0.00,3515.20,5955486.18
2035/11,2035,11,0.00,0.00,0.00,0.00,1850.00,0.00,4643.95,10878.83,0.00,0.00,0.00,5955486.18,0.00,70243.55,6045226.44
2035/12,2035,12,0.00,0.00,0.00,0.00,1850.00,0.00,4643.95,10816.81,0.00,0.00,0.00,6045226.44,0.00,-52237.76,6012779.18
2036/01,2036,1,0.00,0.00,0.00,0.00,1850.00,0.00,4643.95,10754.79,0.00,458941.18,0.00,6012779.18,0.00,468642.44,6501105.89
2036/02,2036,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,10692.77,0.00,0.00,0.00,6501105.89,0.00,10107.23,6532496.05
2036/03,2036,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,10630.75,0.00,0.00,0.00,6532496.05,0.00,11369.25,6565250.99
2036/04,2036,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,10568.73,0.00,0.00,0.00,6565250.99,0.00,41431.27,6628175.19
2036/05,2036,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,10506.71,0.00,0.00,0.00,6628175.19,0.00,11493.29,6661367.41
2036/06,2036,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,10444.68,0.00,0.00,0.00,6661367.41,0.00,11555.32,6694730.30
2036/07,2036,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,10382.66,0.00,0.00,0.00,6694730.30,0.00,-44259.66,6672387.45
2036/08,2036,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,10320.64,0.00,0.00,0.00,6672387.45,0.00,11679.36,6705910.46
2036/09,2036,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,10258.62,0.00,0.00,0.00,6705910.46,0.00,11741.38,6739605.25
2036/10,2036,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,10196.60,0.00,0.00,0.00,6739605.25,0.00,11803.40,6773472.36
2036/11,2036,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,10134.58,0.00,0.00,0.00,6773472.36,0.00,78531.75,6874178.70
2036/12,2036,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,10072.56,0.00,0.00,100000.00,6874178.70,0.00,-143949.56,6752733.41
2037/01,2037,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,10010.54,0.00,0.00,0.00,6752733.41,0.00,17989.46,6792829.57
2037/02,2037,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,9948.52,0.00,0.00,0.00,6792829.57,0.00,16851.48,6831919.01
2037/03,2037,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,9886.49,0.00,0.00,0.00,6831919.01,0.00,18113.51,6872398.44
2037/04,2037,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,9824.47,0.00,0.00,0.00,6872398.44,0.00,48175.53,6943072.41
2037/05,2037,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,9762.45,0.00,0.00,0.00,6943072.41,0.00,18237.55,6984039.77
2037/06,2037,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,9700.43,0.00,0.00,0.00,6984039.77,0.00,18299.57,7025203.26
2037/07,2037,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,9638.41,0.00,0.00,0.00,7025203.26,0.00,-37515.41,7010686.54
2037/08,2037,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,9576.39,0.00,0.00,0.00,7010686.54,0.00,18423.61,7052061.32
2037/09,2037,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,9514.37,0.00,0.00,0.00,7052061.32,0.00,18485.63,7093633.56
2037/10,2037,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,9452.35,0.00,0.00,0.00,7093633.56,0.00,18547.65,7135403.92
2037/11,2037,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,9390.33,0.00,0.00,0.00,7135403.92,0.00,85276.00,7244039.38
2037/12,2037,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,9328.31,0.00,0.00,0.00,7244039.38,0.00,-37205.31,7230549.18
2038/01,2038,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,9266.28,0.00,0.00,0.00,7230549.18,0.00,12558.32,7266778.43
2038/02,2038,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,9204.26,0.00,0.00,0.00,7266778.43,0.00,11420.34,7301988.31
2038/03,2038,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,9142.24,0.00,0.00,0.00,7301988.31,0.00,12682.36,7338575.48
2038/04,2038,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,9080.22,0.00,0.00,0.00,7338575.48,0.00,42744.38,7405344.44
2038/05,2038,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,9018.20,0.00,0.00,0.00,7405344.44,0.00,12806.40,7442394.01
2038/06,2038,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,8956.18,0.00,0.00,0.00,7442394.01,0.00,12868.42,7479626.90
2038/07,2038,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,8894.16,0.00,0.00,0.00,7479626.90,0.00,-42946.56,7461166.69
2038/08,2038,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,8832.14,0.00,0.00,0.00,7461166.69,0.00,12992.46,7498585.07
2038/09,2038,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,8770.12,0.00,0.00,0.00,7498585.07,0.00,13054.48,7536187.97
2038/10,2038,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,8708.09,0.00,0.00,0.00,7536187.97,0.00,13116.51,7573976.00
2038/11,2038,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,8646.07,0.00,0.00,0.00,7573976.00,0.00,79844.86,7678616.08
2038/12,2038,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,8584.05,0.00,0.00,100000.00,7678616.08,0.00,-142636.45,7561117.42
2039/01,2039,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,8522.03,0.00,0.00,0.00,7561117.42,0.00,18477.97,7604348.52
2039/02,2039,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,8460.01,0.00,0.00,0.00,7604348.52,0.00,17339.99,7646583.17
2039/03,2039,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,8397.99,0.00,0.00,0.00,7646583.17,0.00,18602.01,7690218.10
2039/04,2039,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,8335.97,0.00,0.00,0.00,7690218.10,0.00,48664.03,7764057.91
2039/05,2039,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,8273.95,0.00,0.00,0.00,7764057.91,0.00,18726.05,7808201.47
2039/06,2039,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,8211.93,0.00,0.00,0.00,7808201.47,0.00,18788.07,7852551.56
2039/07,2039,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,8149.90,0.00,0.00,0.00,7852551.56,0.00,-37026.90,7841231.87
2039/08,2039,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,8087.88,0.00,0.00,0.00,7841231.87,0.00,18912.12,7885814.14
2039/09,2039,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,8025.86,0.00,0.00,0.00,7885814.14,0.00,18974.14,7930604.38
2039/10,2039,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,7963.84,0.00,0.00,0.00,7930604.38,0.00,19036.16,7975603.27
2039/11,2039,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,7901.82,0.00,0.00,0.00,7975603.27,0.00,85764.51,8087477.83
2039/12,2039,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,7839.80,0.00,0.00,0.00,8087477.83,0.00,-36716.80,8077237.33
2040/01,2040,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,8077237.33,0.00,27000.00,8130680.11
2040/02,2040,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,8130680.11,0.00,25800.00,8183097.84
2040/03,2040,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,8183097.84,0.00,27000.00,8236887.17
2040/04,2040,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,8236887.17,0.00,57000.00,8320852.59
2040/05,2040,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,8320852.59,0.00,27000.00,8375092.90
2040/06,2040,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,8375092.90,0.00,27000.00,8429510.78
2040/07,2040,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,8429510.78,0.00,-28877.00,8428229.80
2040/08,2040,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,8428229.80,0.00,27000.00,8482821.63
2040/09,2040,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,8482821.63,0.00,27000.00,8537592.18
2040/10,2040,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,8537592.18,0.00,27000.00,8592542.04
2040/11,2040,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,8592542.04,0.00,93666.33,8714338.11
2040/12,2040,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,8714338.11,0.00,-28877.00,8713989.59
2041/01,2041,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,8713989.59,0.00,27000.00,8769516.92
2041/02,2041,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,8769516.92,0.00,25800.00,8824026.04
2041/03,2041,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,8824026.04,0.00,27000.00,8879913.61
2041/04,2041,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,8879913.61,0.00,57000.00,8965984.13
2041/05,2041,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,8965984.13,0.00,27000.00,9022336.43
2041/06,2041,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,9022336.43,0.00,27000.00,9078873.21
2041/07,2041,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,9078873.21,0.00,-28877.00,9079718.08
2041/08,2041,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,9079718.08,0.00,27000.00,9136442.72
2041/09,2041,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,9136442.72,0.00,27000.00,9193353.05
2041/10,2041,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,9193353.05,0.00,27000.00,9250449.70
2041/11,2041,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,9250449.70,0.00,93666.33,9374399.59
2041/12,2041,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,9374399.59,0.00,-28877.00,9376211.94
2042/01,2042,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,9376211.94,0.00,27000.00,9433907.21
2042/02,2042,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,9433907.21,0.00,25800.00,9490591.37
2042/03,2042,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,9490591.37,0.00,27000.00,9548661.10
2042/04,2042,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,9548661.10,0.00,57000.00,9636920.93
2042/05,2042,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,9636920.93,0.00,27000.00,9695469.70
2042/06,2042,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,9695469.70,0.00,27000.00,9754210.15
2042/07,2042,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,9754210.15,0.00,-28877.00,9757265.89
2042/08,2042,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,9757265.89,0.00,27000.00,9816208.64
2042/09,2042,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,9816208.64,0.00,27000.00,9875344.35
2042/10,2042,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,9875344.35,0.00,27000.00,9934673.66
2042/11,2042,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,9934673.66,0.00,93666.33,10060863.53
2042/12,2042,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,10060863.53,0.00,-28877.00,10064923.18
2043/01,2043,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,10064923.18,0.00,27000.00,10124873.12
2043/02,2043,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,10124873.12,0.00,25800.00,10183819.32
2043/03,2043,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,10183819.32,0.00,27000.00,10244158.49
2043/04,2043,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,10244158.49,0.00,57000.00,10334695.20
2043/05,2043,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,10334695.20,0.00,27000.00,10395528.30
2043/06,2043,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,10395528.30,0.00,27000.00,10456560.56
2043/07,2043,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,10456560.56,0.00,-28877.00,10461915.62
2043/08,2043,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,10461915.62,0.00,27000.00,10523165.21
2043/09,2043,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,10523165.21,0.00,27000.00,10584615.31
2043/10,2043,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,10584615.31,0.00,27000.00,10646266.59
2043/11,2043,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,10646266.59,0.00,93666.33,10774786.02
2043/12,2043,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,10774786.02,0.00,-28877.00,10781182.87
2044/01,2044,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,10781182.87,0.00,33000.00,10849477.66
2044/02,2044,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,10849477.66,0.00,31800.00,10916796.02
2044/03,2044,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,10916796.02,0.00,33000.00,10985534.77
2044/04,2044,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,10985534.77,0.00,63000.00,11084498.55
2044/05,2044,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,11084498.55,0.00,33000.00,11153786.32
2044/06,2044,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,11153786.32,0.00,33000.00,11223300.91
2044/07,2044,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,11223300.91,0.00,-22877.00,11237166.08
2044/08,2044,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,11237166.08,0.00,33000.00,11306953.64
2044/09,2044,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,11306953.64,0.00,33000.00,11376969.66
2044/10,2044,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,11376969.66,0.00,33000.00,11447214.90
2044/11,2044,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,11447214.90,0.00,99666.33,11584356.43
2044/12,2044,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,11584356.43,0.00,-22877.00,11599403.60
2045/01,2045,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,11599403.60,0.00,33000.00,11670377.03
2045/02,2045,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,11670377.03,0.00,31800.00,11740382.81
2045/03,2045,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,11740382.81,0.00,33000.00,11811817.76
2045/04,2045,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,11811817.76,0.00,63000.00,11913486.58
2045/05,2045,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,11913486.58,0.00,33000.00,11985488.24
2045/06,2045,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,11985488.24,0.00,33000.00,12057725.61
2045/07,2045,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,12057725.61,0.00,-22877.00,12074322.46
2045/08,2045,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,12074322.46,0.00,33000.00,12146850.65
2045/09,2045,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,12146850.65,0.00,33000.00,12219616.28
2045/10,2045,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,12219616.28,0.00,33000.00,12292620.13
2045/11,2045,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,12292620.13,0.00,99666.33,12432529.29
2045/12,2045,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,658770.00,12432529.29,0.00,-681647.00,11791583.16
2046/01,2046,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,11791583.16,0.00,33000.00,11863185.74
2046/02,2046,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,11863185.74,0.00,31800.00,11933822.72
2046/03,2046,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,11933822.72,0.00,33000.00,12005890.95
2046/04,2046,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,12005890.95,0.00,63000.00,12108195.11
2046/05,2046,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,12108195.11,0.00,33000.00,12180834.19
2046/06,2046,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,12180834.19,0.00,33000.00,12253711.07
2046/07,2046,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,12253711.07,0.00,-22877.00,12270949.53
2046/08,2046,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,12270949.53,0.00,33000.00,12344121.43
2046/09,2046,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,12344121.43,0.00,33000.00,12417532.87
2046/10,2046,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,12417532.87,0.00,33000.00,12491184.64
2046/11,2046,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,12491184.64,0.00,99666.33,12631743.86
2046/12,2046,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,12631743.86,0.00,-22877.00,12650219.90
2047/01,2047,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,12650219.90,0.00,33000.00,12724633.43
2047/02,2047,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,12724633.43,0.00,31800.00,12798090.57
2047/03,2047,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,12798090.57,0.00,33000.00,12872988.19
2047/04,2047,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,12872988.19,0.00,63000.00,12978131.00
2047/05,2047,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,12978131.00,0.00,33000.00,13053618.03
2047/06,2047,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,13053618.03,0.00,33000.00,13129352.17
2047/07,2047,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,13129352.17,0.00,-22877.00,13149457.26
2047/08,2047,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,13149457.26,0.00,33000.00,13225505.16
2047/09,2047,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,13225505.16,0.00,33000.00,13301802.02
2047/10,2047,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,13301802.02,0.00,33000.00,13378348.66
2047/11,2047,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,13378348.66,0.00,99666.33,13521812.22
2047/12,2047,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,13521812.22,0.00,-22877.00,13543202.12
2048/01,2048,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,13543202.12,0.00,33000.00,13620539.04
2048/02,2048,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,13620539.04,0.00,31800.00,13696929.14
2048/03,2048,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,13696929.14,0.00,33000.00,13774769.32
2048/04,2048,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,13774769.32,0.00,63000.00,13882864.33
2048/05,2048,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,13882864.33,0.00,33000.00,13961313.21
2048/06,2048,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,13961313.21,0.00,33000.00,14040018.92
2048/07,2048,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,14040018.92,0.00,-22877.00,14063105.29
2048/08,2048,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,14063105.29,0.00,33000.00,14142144.24
2048/09,2048,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,14142144.24,0.00,33000.00,14221441.94
2048/10,2048,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,14221441.94,0.00,33000.00,14300999.24
2048/11,2048,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,14300999.24,0.00,99666.33,14447483.32
