Periodo;Mes;Ano;Basicas;Dependentes;Estilo;Viagens;Patrimonial;Financiamento 1;Financiamento 2;Financiamento 3;Financiamento 4;Financiamento 5;Despesas Totais;Receita Fixa;Receita Variavel;Receita Patrimonio;INSS;Receitas Totais;CS;Portf Inicial;Total Vendas;Projetos;Saving;Renta $;Portf Final
45657;janeiro;2025;23000.00;11000.00;13000.00;0.00;5350.00;4643.95;18941.57;0.00;0.00;0.00;75935.52;70000.00;0.00;3950.00;0.00;73950.00;;3645163.18;0.00;0.00;-1985.52;0.00;3655110.97
45688;fevereiro;2025;23000.00;11000.00;13000.00;0.00;6650.00;4643.95;18879.55;0.00;0.00;0.00;77173.50;70000.00;0.00;3950.00;0.00;73950.00;;3655110.97;0.00;0.00;-3223.50;0.00;3663853.35
45716;março;2025;23000.00;11000.00;13000.00;0.00;5350.00;4643.95;18817.53;0.00;0.00;0.00;75811.48;70000.00;0.00;3950.00;0.00;73950.00;;3663853.35;0.00;0.00;-1861.48;0.00;3673986.37
45747;abril;2025;23000.00;11000.00;13000.00;0.00;5350.00;4643.95;18755.51;0.00;0.00;0.00;75749.46;135000.00;0.00;3950.00;0.00;138950.00;;3673986.37;0.00;0.00;63200.54;0.00;3749214.59
45777;maio;2025;23000.00;11000.00;13000.00;0.00;5350.00;4643.95;18693.49;0.00;0.00;0.00;75687.44;70000.00;0.00;3950.00;0.00;73950.00;;3749214.59;0.00;0.00;-1737.44;0.00;3759751.10
45808;junho;2025;23000.00;11000.00;13000.00;0.00;5350.00;4643.95;18631.47;0.00;0.00;0.00;75625.42;70000.00;0.00;3950.00;0.00;73950.00;;3759751.10;0.00;0.00;-1675.42;0.00;3770384.13
45838;julho;2025;23000.00;11000.00;13000.00;55426.00;5350.00;4643.95;18569.45;0.00;0.00;0.00;130989.40;70000.00;0.00;3950.00;0.00;73950.00;;3770384.13;0.00;0.00;-57039.40;0.00;3725687.99
45869;agosto;2025;23000.00;11000.00;13000.00;0.00;5350.00;4643.95;18507.43;0.00;0.00;0.00;75501.38;70000.00;0.00;3950.00;0.00;73950.00;;3725687.99;0.00;0.00;-1551.38;0.00;3736333.55
45900;setembro;2025;23000.00;11000.00;13000.00;0.00;5350.00;4643.95;18445.41;0.00;0.00;0.00;75439.35;70000.00;0.00;3950.00;0.00;73950.00;;3736333.55;0.00;0.00;-1489.35;0.00;3747075.97
45930;outubro;2025;23000.00;11000.00;13000.00;0.00;5350.00;4643.95;18383.38;0.00;0.00;0.00;75377.33;70000.00;0.00;3950.00;0.00;73950.00;;3747075.97;0.00;0.00;-1427.33;0.00;3757915.59
45961;novembro;2025;23000.00;11000.00;13000.00;0.00;5350.00;4643.95;18321.36;0.00;0.00;0.00;75315.31;136666.33;0.00;3950.00;0.00;140616.33;;3757915.59;0.00;0.00;65301.02;0.00;3835519.05
45991;dezembro;2025;23000.00;11000.00;13000.00;55426.00;5350.00;4643.95;18259.34;0.00;0.00;0.00;130679.29;70000.00;0.00;3950.00;0.00;73950.00;;3835519.05;0.00;0.00;-56729.29;0.00;3791346.25
46022;janeiro;2026;23000.00;12000.00;13000.00;0.00;10723.99;4643.95;18197.32;9259.40;0.00;0.00;90824.66;70000.00;0.00;15035.20;0.00;85035.20;;3791346.25;0.00;0.00;-5789.46;0.00;3797968.66
46053;fevereiro;2026;23000.00;12000.00;13000.00;0.00;12578.25;4643.95;18135.30;9259.40;0.00;0.00;92616.90;70000.00;0.00;15035.20;0.00;85035.20;;3797968.66;0.00;0.00;-7581.70;0.00;3802820.52
46081;março;2026;23000.00;12000.00;13000.00;0.00;10723.99;4643.95;18073.28;9259.40;0.00;0.00;90700.62;70000.00;0.00;15035.20;0.00;85035.20;;3802820.52;0.00;0.00;-5665.42;0.00;3809604.55
46112;abril;2026;23000.00;12000.00;13000.00;0.00;10723.99;4643.95;18011.26;9259.40;0.00;0.00;90638.60;135000.00;0.00;15035.20;0.00;150035.20;;3809604.55;0.00;0.00;59396.60;0.00;3881472.80
46142;maio;2026;23000.00;12000.00;13000.00;0.00;10723.99;4643.95;17949.24;9259.40;0.00;0.00;90576.58;70000.00;0.00;15035.20;0.00;85035.20;;3881472.80;0.00;0.00;-5541.38;0.00;3888638.36
46173;junho;2026;23000.00;12000.00;13000.00;0.00;10723.99;4643.95;17887.22;9259.40;0.00;0.00;90514.56;70000.00;0.00;15035.20;0.00;85035.20;;3888638.36;0.00;0.00;-5479.36;0.00;3895889.39
46203;julho;2026;23000.00;12000.00;13000.00;55426.00;10723.99;4643.95;17825.19;9259.40;0.00;0.00;145878.54;70000.00;0.00;15035.20;0.00;85035.20;;3895889.39;0.00;0.00;-60843.34;0.00;3847800.18
46234;agosto;2026;23000.00;12000.00;13000.00;0.00;10723.99;4643.95;17763.17;9259.40;0.00;0.00;90390.52;70000.00;0.00;15035.20;0.00;85035.20;;3847800.18;0.00;0.00;-5355.32;0.00;3855041.56
46265;setembro;2026;23000.00;12000.00;13000.00;0.00;10723.99;4643.95;17701.15;9259.40;0.00;0.00;90328.49;70000.00;0.00;15035.20;0.00;85035.20;;3855041.56;0.00;0.00;-5293.29;0.00;3862368.67
46295;outubro;2026;23000.00;12000.00;13000.00;0.00;10723.99;4643.95;17639.13;9259.40;0.00;0.00;90266.47;70000.00;0.00;15035.20;0.00;85035.20;;3862368.67;0.00;0.00;-5231.27;0.00;3869781.79
46326;novembro;2026;23000.00;12000.00;13000.00;0.00;10723.99;4643.95;17577.11;9259.40;0.00;0.00;90204.45;136666.33;0.00;15035.20;0.00;151701.53;;3869781.79;0.00;0.00;61497.08;0.00;3943947.53
46356;dezembro;2026;23000.00;12000.00;13000.00;55426.00;10723.99;4643.95;17515.09;9259.40;0.00;0.00;145568.43;70000.00;0.00;15035.20;0.00;85035.20;;3943947.53;0.00;0.00;-60533.23;0.00;3896325.75
46387;janeiro;2027;23000.00;13000.00;13000.00;0.00;10723.99;4643.95;17453.07;9259.40;0.00;0.00;91080.41;70000.00;0.00;15035.20;0.00;85035.20;;3896325.75;0.00;0.00;-6045.21;0.00;3903036.10
46418;fevereiro;2027;23000.00;13000.00;13000.00;0.00;12578.25;4643.95;17391.05;9259.40;0.00;0.00;92872.65;70000.00;0.00;15035.20;0.00;85035.20;;3903036.10;0.00;0.00;-7837.45;0.00;3907976.18
46446;março;2027;23000.00;13000.00;13000.00;0.00;10723.99;4643.95;17329.03;9259.40;0.00;0.00;90956.37;70000.00;0.00;15035.20;0.00;85035.20;;3907976.18;0.00;0.00;-5921.17;0.00;3914848.70
46477;abril;2027;23000.00;13000.00;13000.00;0.00;10723.99;4643.95;17267.00;9259.40;0.00;0.00;90894.35;135000.00;0.00;15035.20;0.00;150035.20;;3914848.70;0.00;0.00;59140.85;0.00;3986805.75
46507;maio;2027;23000.00;13000.00;13000.00;0.00;10723.99;4643.95;17204.98;9259.40;0.00;0.00;90832.33;70000.00;0.00;15035.20;0.00;85035.20;;3986805.75;0.00;0.00;-5797.13;0.00;3994060.39
46538;junho;2027;23000.00;13000.00;13000.00;0.00;10723.99;4643.95;17142.96;9259.40;0.00;0.00;90770.30;70000.00;0.00;15035.20;0.00;85035.20;;3994060.39;0.00;0.00;-5735.10;0.00;4001400.80
46568;julho;2027;23000.00;13000.00;13000.00;55426.00;10723.99;4643.95;17080.94;9259.40;0.00;0.00;146134.28;70000.00;0.00;15035.20;0.00;85035.20;;4001400.80;0.00;0.00;-61099.08;0.00;3953401.27
46599;agosto;2027;23000.00;13000.00;13000.00;0.00;10723.99;4643.95;17018.92;9259.40;0.00;0.00;90646.26;70000.00;0.00;15035.20;0.00;85035.20;;3953401.27;0.00;0.00;-5611.06;0.00;3960732.61
46630;setembro;2027;23000.00;13000.00;13000.00;0.00;10723.99;4643.95;16956.90;9259.40;0.00;0.00;90584.24;70000.00;0.00;15035.20;0.00;85035.20;;3960732.61;0.00;0.00;-5549.04;0.00;3968149.98
46660;outubro;2027;23000.00;13000.00;13000.00;0.00;10723.99;4643.95;16894.88;9259.40;0.00;0.00;90522.22;70000.00;0.00;15035.20;0.00;85035.20;;3968149.98;0.00;0.00;-5487.02;0.00;3975653.65
46691;novembro;2027;23000.00;13000.00;13000.00;0.00;10723.99;4643.95;16832.86;9259.40;0.00;0.00;90460.20;136666.33;0.00;15035.20;0.00;151701.53;;3975653.65;0.00;0.00;61241.33;0.00;4049910.23
46721;dezembro;2027;23000.00;13000.00;13000.00;55426.00;10723.99;4643.95;16770.84;9259.40;0.00;0.00;145824.18;70000.00;0.00;15035.20;0.00;85035.20;;4049910.23;0.00;0.00;-60788.98;0.00;4002379.61
46752;janeiro;2028;23000.00;14000.00;13000.00;0.00;2681.39;4643.95;16708.82;9259.40;0.00;0.00;83293.56;70000.00;0.00;15035.20;0.00;85035.20;;4002379.61;0.00;0.00;1741.64;0.00;4017224.00
46783;fevereiro;2028;23000.00;14000.00;13000.00;0.00;4535.65;4643.95;16646.79;9259.40;0.00;0.00;85085.80;70000.00;0.00;15035.20;0.00;85035.20;;4017224.00;0.00;0.00;-50.60;0.00;4030324.75
46812;março;2028;23000.00;14000.00;13000.00;0.00;2681.39;4643.95;16584.77;9259.40;0.00;0.00;83169.51;70000.00;0.00;15035.20;0.00;85035.20;;4030324.75;0.00;0.00;1865.69;0.00;4045384.67
46843;abril;2028;23000.00;14000.00;13000.00;0.00;2681.39;4643.95;16522.75;9259.40;0.00;0.00;83107.49;135000.00;0.00;15035.20;0.00;150035.20;;4045384.67;0.00;0.00;66927.71;0.00;4125555.92
46873;maio;2028;23000.00;14000.00;13000.00;0.00;2681.39;4643.95;16460.73;9259.40;0.00;0.00;233045.47;70000.00;0.00;15035.20;0.00;85035.20;;4125555.92;0.00;150000.00;-148010.27;0.00;3991051.64
46904;junho;2028;23000.00;14000.00;13000.00;0.00;2681.39;4643.95;16398.71;9259.40;0.00;0.00;82983.45;70000.00;0.00;15035.20;0.00;85035.20;;3991051.64;0.00;0.00;2051.75;0.00;4006169.05
46934;julho;2028;23000.00;14000.00;13000.00;55426.00;2681.39;4643.95;16336.69;9259.40;0.00;0.00;138347.43;70000.00;0.00;15035.20;0.00;85035.20;;4006169.05;0.00;0.00;-53312.23;0.00;3965971.98
46965;agosto;2028;23000.00;14000.00;13000.00;0.00;2681.39;4643.95;16274.67;9259.40;0.00;0.00;82859.41;70000.00;0.00;15035.20;0.00;85035.20;;3965971.98;0.00;0.00;2175.79;0.00;3981131.33
46996;setembro;2028;23000.00;14000.00;13000.00;0.00;2681.39;4643.95;16212.65;9259.40;0.00;0.00;82797.39;70000.00;0.00;15035.20;0.00;85035.20;;3981131.33;0.00;0.00;2237.81;0.00;3996402.33
47026;outubro;2028;23000.00;14000.00;13000.00;0.00;2681.39;4643.95;16150.63;9259.40;0.00;0.00;82735.37;70000.00;0.00;15035.20;0.00;85035.20;;3996402.33;0.00;0.00;2299.83;0.00;4011785.35
47057;novembro;2028;23000.00;14000.00;13000.00;0.00;2681.39;4643.95;16088.60;9259.40;0.00;0.00;82673.35;136666.33;0.00;15035.20;0.00;151701.53;;4011785.35;0.00;0.00;69028.18;0.00;4093947.07
47087;dezembro;2028;23000.00;14000.00;13000.00;55426.00;2681.39;4643.95;16026.58;9259.40;0.00;0.00;138037.32;70000.00;0.00;15035.20;0.00;85035.20;;4093947.07;0.00;0.00;-53002.12;0.00;4054347.46
47118;janeiro;2029;23000.00;14000.00;13000.00;0.00;2681.39;4643.95;15964.56;9259.40;0.00;0.00;82549.30;70000.00;0.00;15035.20;0.00;85035.20;;4054347.46;0.00;0.00;2485.90;0.00;4070106.24
47149;fevereiro;2029;23000.00;14000.00;13000.00;0.00;4535.65;4643.95;15902.54;9259.40;0.00;0.00;84341.54;70000.00;0.00;15035.20;0.00;85035.20;;4070106.24;0.00;0.00;693.66;0.00;4084124.37
47177;março;2029;23000.00;14000.00;13000.00;0.00;2681.39;4643.95;15840.52;9259.40;0.00;0.00;82425.26;70000.00;0.00;15035.20;0.00;85035.20;;4084124.37;0.00;0.00;2609.94;0.00;4100104.66
47208;abril;2029;23000.00;14000.00;13000.00;0.00;2681.39;4643.95;15778.50;9259.40;0.00;0.00;82363.24;135000.00;0.00;15035.20;0.00;150035.20;;4100104.66;0.00;0.00;67671.96;0.00;4181199.30
47238;maio;2029;23000.00;14000.00;13000.00;0.00;2681.39;4643.95;15716.48;9259.40;0.00;0.00;82301.22;70000.00;0.00;15035.20;0.00;85035.20;;4181199.30;0.00;0.00;2733.98;0.00;4197621.44
47269;junho;2029;23000.00;14000.00;13000.00;0.00;2681.39;4643.95;15654.46;9259.40;0.00;0.00;82239.20;70000.00;0.00;15035.20;0.00;85035.20;;4197621.44;0.00;0.00;2796.00;0.00;4214159.36
47299;julho;2029;23000.00;14000.00;13000.00;55426.00;2681.39;4643.95;15592.44;9259.40;0.00;0.00;137603.18;70000.00;0.00;15035.20;0.00;85035.20;;4214159.36;0.00;0.00;-52567.98;0.00;4175387.45
47330;agosto;2029;23000.00;14000.00;13000.00;0.00;2681.39;4643.95;15530.41;9259.40;0.00;0.00;82115.16;70000.00;0.00;15035.20;0.00;85035.20;;4175387.45;0.00;0.00;2920.04;0.00;4191976.62
47361;setembro;2029;23000.00;14000.00;13000.00;0.00;2681.39;4643.95;15468.39;9259.40;0.00;0.00;82053.13;70000.00;0.00;15035.20;0.00;85035.20;;4191976.62;0.00;0.00;2982.07;0.00;4208682.13
47391;outubro;2029;23000.00;14000.00;13000.00;0.00;2681.39;4643.95;15406.37;9259.40;0.00;0.00;81991.11;70000.00;0.00;15035.20;0.00;85035.20;;4208682.13;0.00;0.00;3044.09;0.00;4225504.34
47422;novembro;2029;23000.00;14000.00;13000.00;0.00;2681.39;4643.95;15344.35;9259.40;0.00;0.00;81929.09;136666.33;0.00;15035.20;0.00;151701.53;;4225504.34;0.00;0.00;69772.44;0.00;4309109.98
47452;dezembro;2029;23000.00;14000.00;13000.00;55426.00;2681.39;4643.95;15282.33;9259.40;0.00;0.00;137293.07;70000.00;0.00;15035.20;0.00;85035.20;;4309109.98;0.00;0.00;-52257.87;0.00;4270959.02
47483;janeiro;2030;23000.00;20085.20;13000.00;0.00;2681.39;4643.95;15220.31;9259.40;0.00;0.00;87890.25;70000.00;0.00;15035.20;0.00;85035.20;;4270959.02;0.00;0.00;-2855.05;0.00;4282085.97
47514;fevereiro;2030;23000.00;20085.20;13000.00;0.00;4535.65;4643.95;15158.29;9259.40;0.00;0.00;89682.49;70000.00;0.00;15035.20;0.00;85035.20;;4282085.97;0.00;0.00;-4647.29;0.00;4291457.12
47542;março;2030;23000.00;20085.20;13000.00;0.00;2681.39;4643.95;15096.27;9259.40;0.00;0.00;87766.21;70000.00;0.00;15035.20;0.00;85035.20;;4291457.12;0.00;0.00;-2731.01;0.00;4302775.23
47573;abril;2030;23000.00;20085.20;13000.00;0.00;2681.39;4643.95;15034.25;9259.40;0.00;0.00;87704.19;135000.00;0.00;15035.20;0.00;150035.20;;4302775.23;0.00;0.00;62331.01;0.00;4379192.41
47603;maio;2030;23000.00;20085.20;13000.00;0.00;2681.39;4643.95;14972.22;9259.40;0.00;0.00;87642.17;70000.00;0.00;15035.20;0.00;85035.20;;4379192.41;0.00;0.00;-2606.97;0.00;4390921.78
47634;junho;2030;23000.00;20085.20;13000.00;0.00;2681.39;4643.95;14910.20;9259.40;0.00;0.00;87580.14;70000.00;0.00;15035.20;0.00;85035.20;;4390921.78;0.00;0.00;-2544.94;0.00;4402751.57
47664;julho;2030;23000.00;20085.20;13000.00;55426.00;2681.39;4643.95;14848.18;9259.40;0.00;0.00;142944.12;70000.00;0.00;15035.20;0.00;85035.20;;4402751.57;0.00;0.00;-57908.92;0.00;4359256.11
47695;agosto;2030;23000.00;20085.20;13000.00;0.00;2681.39;4643.95;14786.16;9259.40;0.00;0.00;87456.10;70000.00;0.00;15035.20;0.00;85035.20;;4359256.11;0.00;0.00;-2420.90;0.00;4371106.27
47726;setembro;2030;23000.00;20085.20;13000.00;0.00;2681.39;4643.95;14724.14;9259.40;0.00;0.00;87394.08;70000.00;0.00;15035.20;0.00;85035.20;;4371106.27;0.00;0.00;-2358.88;0.00;4383057.26
47756;outubro;2030;23000.00;20085.20;13000.00;0.00;2681.39;4643.95;14662.12;9259.40;0.00;0.00;87332.06;70000.00;0.00;15035.20;0.00;85035.20;;4383057.26;0.00;0.00;-2296.86;0.00;4395109.38
47787;novembro;2030;23000.00;20085.20;13000.00;0.00;2681.39;4643.95;14600.10;9259.40;0.00;0.00;87270.04;136666.33;0.00;15035.20;0.00;151701.53;;4395109.38;0.00;0.00;64431.49;0.00;4473929.32
47817;dezembro;2030;23000.00;20085.20;13000.00;55426.00;2681.39;4643.95;14538.08;9259.40;0.00;0.00;142634.02;70000.00;0.00;15035.20;0.00;85035.20;;4473929.32;0.00;0.00;-57598.82;0.00;4430976.98
47848;janeiro;2031;23000.00;21085.20;13000.00;0.00;2681.39;4643.95;14476.06;9259.40;0.00;0.00;88146.00;70000.00;0.00;15035.20;0.00;85035.20;;4430976.98;0.00;0.00;-3110.80;0.00;4442372.05
47879;fevereiro;2031;23000.00;21085.20;13000.00;0.00;4535.65;4643.95;14414.03;9259.40;0.00;0.00;89938.24;70000.00;0.00;15035.20;0.00;85035.20;;4442372.05;0.00;0.00;-4903.04;0.00;4452012.18
47907;março;2031;23000.00;21085.20;13000.00;0.00;2681.39;4643.95;14352.01;9259.40;0.00;0.00;88021.96;70000.00;0.00;15035.20;0.00;85035.20;;4452012.18;0.00;0.00;-2986.76;0.00;4463600.16
47938;abril;2031;23000.00;21085.20;13000.00;0.00;2681.39;4643.95;14289.99;9259.40;0.00;0.00;87959.93;135000.00;0.00;15035.20;0.00;150035.20;;4463600.16;0.00;0.00;62075.27;0.00;4540288.09
47968;maio;2031;23000.00;21085.20;13000.00;0.00;2681.39;4643.95;14227.97;9259.40;0.00;0.00;87897.91;70000.00;0.00;15035.20;0.00;85035.20;;4540288.09;0.00;0.00;-2862.71;0.00;4552289.10
47999;junho;2031;23000.00;21085.20;13000.00;0.00;2681.39;4643.95;14165.95;9259.40;0.00;0.00;87835.89;70000.00;0.00;15035.20;0.00;85035.20;;4552289.10;0.00;0.00;-2800.69;0.00;4564391.42
48029;julho;2031;23000.00;21085.20;13000.00;55426.00;2681.39;4643.95;14103.93;9259.40;0.00;0.00;143199.87;70000.00;0.00;15035.20;0.00;85035.20;;4564391.42;0.00;0.00;-58164.67;0.00;4521169.38
48060;agosto;2031;23000.00;21085.20;13000.00;0.00;2681.39;4643.95;14041.91;9259.40;0.00;0.00;87711.85;70000.00;0.00;15035.20;0.00;85035.20;;4521169.38;0.00;0.00;-2676.65;0.00;4533293.86
48091;setembro;2031;23000.00;21085.20;13000.00;0.00;2681.39;4643.95;13979.89;9259.40;0.00;0.00;87649.83;70000.00;0.00;15035.20;0.00;85035.20;;4533293.86;0.00;0.00;-2614.63;0.00;4545520.05
48121;outubro;2031;23000.00;21085.20;13000.00;0.00;2681.39;4643.95;13917.87;9259.40;0.00;0.00;87587.81;70000.00;0.00;15035.20;0.00;85035.20;;4545520.05;0.00;0.00;-2552.61;0.00;4557848.30
48152;novembro;2031;23000.00;21085.20;13000.00;0.00;2681.39;4643.95;13855.84;9259.40;0.00;0.00;87525.79;136666.33;0.00;15035.20;0.00;151701.53;;4557848.30;0.00;0.00;64175.74;0.00;4636945.25
48182;dezembro;2031;23000.00;21085.20;13000.00;55426.00;2681.39;4643.95;13793.82;9259.40;0.00;0.00;142889.77;70000.00;0.00;15035.20;0.00;85035.20;;4636945.25;0.00;0.00;-57854.57;0.00;4594270.84
48213;janeiro;2032;23000.00;16000.00;13000.00;0.00;2681.39;4643.95;13731.80;9259.40;0.00;0.00;82316.54;70000.00;0.00;15035.20;0.00;85035.20;;4594270.84;0.00;0.00;2718.66;0.00;4612029.94
48244;fevereiro;2032;23000.00;16000.00;13000.00;0.00;4535.65;4643.95;13669.78;9259.40;0.00;0.00;84108.78;70000.00;0.00;15035.20;0.00;85035.20;;4612029.94;0.00;0.00;926.42;0.00;4628054.94
48273;março;2032;23000.00;16000.00;13000.00;0.00;2681.39;4643.95;13607.76;9259.40;0.00;0.00;82192.50;70000.00;0.00;15035.20;0.00;85035.20;;4628054.94;0.00;0.00;2842.70;0.00;4646048.69
48304;abril;2032;23000.00;16000.00;13000.00;0.00;2681.39;4643.95;13545.74;9259.40;0.00;0.00;82130.48;135000.00;0.00;15035.20;0.00;150035.20;;4646048.69;0.00;0.00;67904.72;0.00;4729163.36
48334;maio;2032;23000.00;16000.00;13000.00;0.00;2681.39;4643.95;13483.72;9259.40;0.00;0.00;82068.46;70000.00;0.00;15035.20;0.00;85035.20;;4729163.36;0.00;0.00;2966.74;0.00;4747612.15
48365;junho;2032;23000.00;16000.00;13000.00;0.00;2681.39;4643.95;13421.70;9259.40;0.00;0.00;82006.44;70000.00;0.00;15035.20;0.00;85035.20;;4747612.15;0.00;0.00;3028.76;0.00;4766183.36
48395;julho;2032;23000.00;16000.00;13000.00;55426.00;2681.39;4643.95;13359.68;9259.40;0.00;0.00;137370.42;70000.00;0.00;15035.20;0.00;85035.20;;4766183.36;0.00;0.00;-52335.22;0.00;4729451.39
48426;agosto;2032;23000.00;16000.00;13000.00;0.00;2681.39;4643.95;13297.65;9259.40;0.00;0.00;81882.40;70000.00;0.00;15035.20;0.00;85035.20;;4729451.39;0.00;0.00;3152.80;0.00;4748087.18
48457;setembro;2032;23000.00;16000.00;13000.00;0.00;2681.39;4643.95;13235.63;9259.40;0.00;0.00;81820.38;70000.00;0.00;15035.20;0.00;85035.20;;4748087.18;0.00;0.00;3214.82;0.00;4766846.01
48487;outubro;2032;23000.00;16000.00;13000.00;0.00;2681.39;4643.95;13173.61;9259.40;0.00;0.00;81758.35;70000.00;0.00;15035.20;0.00;85035.20;;4766846.01;0.00;0.00;3276.85;0.00;4785728.27
48518;novembro;2032;23000.00;16000.00;13000.00;0.00;2681.39;4643.95;13111.59;9259.40;0.00;0.00;81696.33;136666.33;0.00;15035.20;0.00;151701.53;;4785728.27;0.00;0.00;70005.20;0.00;4871400.69
48548;dezembro;2032;23000.00;16000.00;13000.00;55426.00;2681.39;4643.95;13049.57;9259.40;0.00;0.00;137060.31;70000.00;0.00;15035.20;0.00;85035.20;;4871400.69;0.00;0.00;-52025.11;0.00;4835323.28
48579;janeiro;2033;23000.00;16000.00;13000.00;0.00;2681.39;4643.95;12987.55;9259.40;0.00;0.00;81572.29;70000.00;0.00;15035.20;0.00;85035.20;;4835323.28;0.00;0.00;3462.91;0.00;4854615.78
48610;fevereiro;2033;23000.00;16000.00;13000.00;0.00;4535.65;4643.95;12925.53;9259.40;0.00;0.00;83364.53;70000.00;0.00;15035.20;0.00;85035.20;;4854615.78;0.00;0.00;1670.67;0.00;4872179.20
48638;março;2033;23000.00;16000.00;13000.00;0.00;2681.39;4643.95;12863.51;9259.40;0.00;0.00;81448.25;70000.00;0.00;15035.20;0.00;85035.20;;4872179.20;0.00;0.00;3586.95;0.00;4891716.40
48669;abril;2033;23000.00;16000.00;13000.00;0.00;2681.39;4643.95;12801.49;9259.40;0.00;0.00;81386.23;135000.00;0.00;15035.20;0.00;150035.20;;4891716.40;0.00;0.00;68648.97;0.00;4976379.58
48699;maio;2033;23000.00;16000.00;13000.00;0.00;2681.39;4643.95;12739.47;9259.40;0.00;0.00;81324.21;70000.00;0.00;15035.20;0.00;85035.20;;4976379.58;0.00;0.00;3710.99;0.00;4996381.94
48730;junho;2033;23000.00;16000.00;13000.00;0.00;2681.39;4643.95;12677.44;9259.40;0.00;0.00;81262.19;70000.00;0.00;15035.20;0.00;85035.20;;4996381.94;0.00;0.00;3773.01;0.00;5016511.81
48760;julho;2033;23000.00;16000.00;13000.00;55426.00;2681.39;4643.95;12615.42;9259.40;0.00;0.00;136626.16;70000.00;0.00;15035.20;0.00;85035.20;;5016511.81;0.00;0.00;-51590.96;0.00;4981343.60
48791;agosto;2033;23000.00;16000.00;13000.00;0.00;2681.39;4643.95;12553.40;9259.40;0.00;0.00;81138.14;70000.00;0.00;15035.20;0.00;85035.20;;4981343.60;0.00;0.00;3897.06;0.00;5001548.28
48822;setembro;2033;23000.00;16000.00;13000.00;0.00;2681.39;4643.95;12491.38;9259.40;0.00;0.00;81076.12;70000.00;0.00;15035.20;0.00;85035.20;;5001548.28;0.00;0.00;3959.08;0.00;5021881.12
48852;outubro;2033;23000.00;16000.00;13000.00;0.00;2681.39;4643.95;12429.36;9259.40;0.00;0.00;81014.10;70000.00;0.00;15035.20;0.00;85035.20;;5021881.12;0.00;0.00;4021.10;0.00;5042342.55
48883;novembro;2033;23000.00;16000.00;13000.00;0.00;2681.39;4643.95;12367.34;9259.40;0.00;0.00;80952.08;136666.33;0.00;15035.20;0.00;151701.53;;5042342.55;0.00;0.00;70749.45;0.00;5129599.32
48913;dezembro;2033;23000.00;16000.00;13000.00;55426.00;2681.39;4643.95;12305.32;9259.40;0.00;0.00;136316.06;70000.00;0.00;15035.20;0.00;85035.20;;5129599.32;0.00;0.00;-51280.86;0.00;5095111.44
48944;janeiro;2034;23000.00;16000.00;13000.00;0.00;2681.39;4643.95;12243.30;9259.40;0.00;0.00;80828.04;70000.00;0.00;15035.20;0.00;85035.20;;5095111.44;0.00;0.00;4207.16;0.00;5115998.67
48975;fevereiro;2034;23000.00;16000.00;13000.00;0.00;4535.65;4643.95;12181.28;9259.40;0.00;0.00;82620.28;70000.00;0.00;15035.20;0.00;85035.20;;5115998.67;0.00;0.00;2414.92;0.00;5135162.04
49003;março;2034;23000.00;16000.00;13000.00;0.00;2681.39;4643.95;12119.25;9259.40;0.00;0.00;80704.00;70000.00;0.00;15035.20;0.00;85035.20;;5135162.04;0.00;0.00;4331.20;0.00;5156304.43
49034;abril;2034;23000.00;16000.00;13000.00;0.00;2681.39;4643.95;12057.23;9259.40;0.00;0.00;80641.97;135000.00;0.00;15035.20;0.00;150035.20;;5156304.43;0.00;0.00;69393.23;0.00;5242578.05
49064;maio;2034;23000.00;16000.00;13000.00;0.00;2681.39;4643.95;11995.21;9259.40;0.00;0.00;80579.95;70000.00;0.00;15035.20;0.00;85035.20;;5242578.05;0.00;0.00;4455.25;0.00;5264196.13
49095;junho;2034;23000.00;16000.00;13000.00;0.00;2681.39;4643.95;11933.19;9259.40;0.00;0.00;80517.93;70000.00;0.00;15035.20;0.00;85035.20;;5264196.13;0.00;0.00;4517.27;0.00;5285947.01
49125;julho;2034;23000.00;16000.00;13000.00;55426.00;2681.39;4643.95;11871.17;9259.40;0.00;0.00;135881.91;70000.00;0.00;15035.20;0.00;85035.20;;5285947.01;0.00;0.00;-50846.71;0.00;5252405.11
49156;agosto;2034;23000.00;16000.00;13000.00;0.00;2681.39;4643.95;11809.15;9259.40;0.00;0.00;80393.89;70000.00;0.00;15035.20;0.00;85035.20;;5252405.11;0.00;0.00;4641.31;0.00;5274241.43
49187;setembro;2034;23000.00;16000.00;13000.00;0.00;2681.39;4643.95;11747.13;9259.40;0.00;0.00;80331.87;70000.00;0.00;15035.20;0.00;85035.20;;5274241.43;0.00;0.00;4703.33;0.00;5296211.26
49217;outubro;2034;23000.00;16000.00;13000.00;0.00;2681.39;4643.95;11685.11;9259.40;0.00;0.00;80269.85;70000.00;0.00;15035.20;0.00;85035.20;;5296211.26;0.00;0.00;4765.35;0.00;5318315.03
49248;novembro;2034;23000.00;16000.00;13000.00;0.00;2681.39;4643.95;11623.09;9259.40;0.00;0.00;80207.83;136666.33;0.00;15035.20;0.00;151701.53;;5318315.03;0.00;0.00;71493.70;0.00;5407219.51
