Periodo;Mês;Ano;Básicas;Dependentes;Estilo;Viagens;Patrimonial;Financiamento 1;Financiamento 2;Financiamento 3;Financiamento 4;Financiamento 5;Despesas Totais;Receita Ativa;Receita Passiva;Receita Patrimônio;INSS;Receitas Totais;CS;Portf Inicial;Total Vendas;Projetos;Saving;Renta $;Portf Final;Projetos BRL;Projetos USD;Caixa;Longevidade
setembro-95;setembro;2095;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;76055410.66;0;0;-27000;248985.6235;76277396.28;6.25007E-09;4.80775E-09;300000;75977396.28
outubro-95;outubro;2095;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;76277396.28;0;0;-27000;249712.3467;76500108.63;6.27053E-09;4.82349E-09;300000;76200108.63
novembro-95;novembro;2095;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;76500108.63;0;0;-27000;250441.449;76723550.08;6.29106E-09;4.83928E-09;300000;76423550.08
dezembro-95;dezembro;2095;23000;0;13000;55683;1000;0;0;0;0;0;92683;0;0;0;10000;10000;;76723550.08;0;0;-82683;251172.9381;76892040.02;6.31166E-09;4.85512E-09;300000;76592040.02
janeiro-96;janeiro;2096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;76892040.02;0;0;0;251724.5303;77143764.55;6.33232E-09;4.87101E-09;300000;76843764.55
fevereiro-96;fevereiro;2096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;77143764.55;0;0;0;252548.6109;77396313.16;6.35305E-09;4.88696E-09;300000;77096313.16
março-96;março;2096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;77396313.16;0;0;0;253375.3894;77649688.55;6.37385E-09;4.90296E-09;300000;77349688.55
abril-96;abril;2096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;77649688.55;0;0;0;254204.8745;77903893.42;6.39471E-09;4.91901E-09;300000;77603893.42
maio-96;maio;2096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;77903893.42;0;0;0;255037.0751;78158930.5;6.41565E-09;4.93511E-09;300000;77858930.5
junho-96;junho;2096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;78158930.5;0;0;0;255872.0001;78414802.5;6.43665E-09;4.95127E-09;300000;78114802.5
julho-96;julho;2096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;78414802.5;0;0;0;256709.6584;78671512.15;6.45772E-09;4.96748E-09;300000;78371512.15
agosto-96;agosto;2096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;78671512.15;0;0;0;257550.0591;78929062.21;6.47886E-09;4.98374E-09;300000;78629062.21
setembro-96;setembro;2096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;78929062.21;0;0;0;258393.2109;79187455.42;6.50007E-09;5.00006E-09;300000;78887455.42
outubro-96;outubro;2096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;79187455.42;0;0;0;259239.1231;79446694.55;6.52135E-09;5.01643E-09;300000;79146694.55
novembro-96;novembro;2096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;79446694.55;0;0;0;260087.8045;79706782.35;6.5427E-09;5.03285E-09;300000;79406782.35
dezembro-96;dezembro;2096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;79706782.35;0;0;0;260939.2643;79967721.62;6.56412E-09;5.04932E-09;300000;79667721.62
janeiro-97;janeiro;2097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;79967721.62;0;0;0;261793.5115;80229515.13;6.58561E-09;5.06585E-09;300000;79929515.13
fevereiro-97;fevereiro;2097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;80229515.13;0;0;0;262650.5554;80492165.68;6.60717E-09;5.08244E-09;300000;80192165.68
março-97;março;2097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;80492165.68;0;0;0;263510.405;80755676.09;6.6288E-09;5.09908E-09;300000;80455676.09
abril-97;abril;2097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;80755676.09;0;0;0;264373.0694;81020049.16;6.6505E-09;5.11577E-09;300000;80720049.16
maio-97;maio;2097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;81020049.16;0;0;0;265238.5581;81285287.72;6.67227E-09;5.13252E-09;300000;80985287.72
junho-97;junho;2097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;81285287.72;0;0;0;266106.8801;81551394.6;6.69412E-09;5.14932E-09;300000;81251394.6
julho-97;julho;2097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;81551394.6;0;0;0;266978.0448;81818372.64;6.71603E-09;5.16618E-09;300000;81518372.64
agosto-97;agosto;2097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;81818372.64;0;0;0;267852.0614;82086224.7;6.73802E-09;5.18309E-09;300000;81786224.7
setembro-97;setembro;2097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;82086224.7;0;0;0;268728.9394;82354953.64;6.76008E-09;5.20006E-09;300000;82054953.64
outubro-97;outubro;2097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;82354953.64;0;0;0;269608.688;82624562.33;6.78221E-09;5.21708E-09;300000;82324562.33
novembro-97;novembro;2097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;82624562.33;0;0;0;270491.3167;82895053.65;6.80441E-09;5.23416E-09;300000;82595053.65
dezembro-97;dezembro;2097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;82895053.65;0;0;0;271376.8349;83166430.48;6.82669E-09;5.2513E-09;300000;82866430.48
janeiro-98;janeiro;2098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;83166430.48;0;0;0;272265.252;83438695.73;6.84904E-09;5.26849E-09;300000;83138695.73
fevereiro-98;fevereiro;2098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;83438695.73;0;0;0;273156.5776;83711852.31;6.87146E-09;5.28574E-09;300000;83411852.31
março-98;março;2098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;83711852.31;0;0;0;274050.8212;83985903.13;6.89395E-09;5.30304E-09;300000;83685903.13
abril-98;abril;2098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;83985903.13;0;0;0;274947.9922;84260851.12;6.91652E-09;5.3204E-09;300000;83960851.12
maio-98;maio;2098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;84260851.12;0;0;0;275848.1004;84536699.22;6.93916E-09;5.33782E-09;300000;84236699.22
junho-98;junho;2098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;84536699.22;0;0;0;276751.1553;84813450.38;6.96188E-09;5.35529E-09;300000;84513450.38
julho-98;julho;2098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;84813450.38;0;0;0;277657.1666;85091107.55;6.98467E-09;5.37283E-09;300000;84791107.55
agosto-98;agosto;2098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;85091107.55;0;0;0;278566.1439;85369673.69;7.00754E-09;5.39041E-09;300000;85069673.69
setembro-98;setembro;2098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;85369673.69;0;0;0;279478.097;85649151.79;7.03048E-09;5.40806E-09;300000;85349151.79
outubro-98;outubro;2098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;85649151.79;0;0;0;280393.0355;85929544.82;7.0535E-09;5.42577E-09;300000;85629544.82
novembro-98;novembro;2098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;85929544.82;0;0;0;281310.9694;86210855.79;7.07659E-09;5.44353E-09;300000;85910855.79
dezembro-98;dezembro;2098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;86210855.79;0;0;0;282231.9083;86493087.7;7.09975E-09;5.46135E-09;300000;86193087.7
janeiro-99;janeiro;2099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;86493087.7;0;0;0;283155.8621;86776243.56;7.123E-09;5.47923E-09;300000;86476243.56
fevereiro-99;fevereiro;2099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;86776243.56;0;0;0;284082.8407;87060326.4;7.14632E-09;5.49717E-09;300000;86760326.4
março-99;março;2099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;87060326.4;0;0;0;285012.854;87345339.26;7.16971E-09;5.51516E-09;300000;87045339.26
abril-99;abril;2099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;87345339.26;0;0;0;285945.9119;87631285.17;7.19318E-09;5.53322E-09;300000;87331285.17
maio-99;maio;2099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;87631285.17;0;0;0;286882.0244;87918167.19;7.21673E-09;5.55133E-09;300000;87618167.19
junho-99;junho;2099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;87918167.19;0;0;0;287821.2015;88205988.39;7.24036E-09;5.56951E-09;300000;87905988.39
julho-99;julho;2099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;88205988.39;0;0;0;288763.4532;88494751.85;7.26406E-09;5.58774E-09;300000;88194751.85
agosto-99;agosto;2099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;88494751.85;0;0;0;289708.7896;88784460.64;7.28784E-09;5.60603E-09;300000;88484460.64
setembro-99;setembro;2099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;88784460.64;0;0;0;290657.2208;89075117.86;7.3117E-09;5.62438E-09;300000;88775117.86
outubro-99;outubro;2099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;89075117.86;0;0;0;291608.7569;89366726.62;7.33564E-09;5.6428E-09;300000;89066726.62
novembro-99;novembro;2099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;89366726.62;0;0;0;292563.4081;89659290.02;7.35965E-09;5.66127E-09;300000;89359290.02
dezembro-99;dezembro;2099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;89659290.02;0;0;0;293521.1846;89952811.21;7.38374E-09;5.6798E-09;300000;89652811.21
janeiro-00;janeiro;2100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;89952811.21;0;0;0;294482.0966;90247293.3;7.40792E-09;5.6984E-09;300000;89947293.3
fevereiro-00;fevereiro;2100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;90247293.3;0;0;0;295446.1543;90542739.46;7.43217E-09;5.71705E-09;300000;90242739.46
março-00;março;2100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;90542739.46;0;0;0;296413.3682;90839152.83;7.4565E-09;5.73577E-09;300000;90539152.83
abril-00;abril;2100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;90839152.83;0;0;0;297383.7484;91136536.58;7.48091E-09;5.75455E-09;300000;90836536.58
maio-00;maio;2100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;91136536.58;0;0;0;298357.3054;91434893.88;7.5054E-09;5.77338E-09;300000;91134893.88
junho-00;junho;2100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;91434893.88;0;0;0;299334.0496;91734227.93;7.52997E-09;5.79229E-09;300000;91434227.93
julho-00;julho;2100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;91734227.93;0;0;0;300313.9914;92034541.92;7.55462E-09;5.81125E-09;300000;91734541.92
agosto-00;agosto;2100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;92034541.92;0;0;0;301297.1412;92335839.06;7.57935E-09;5.83027E-09;300000;92035839.06
setembro-00;setembro;2100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;92335839.06;0;0;0;302283.5097;92638122.57;7.60417E-09;5.84936E-09;300000;92338122.57
outubro-00;outubro;2100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;92638122.57;0;0;0;303273.1072;92941395.68;7.62906E-09;5.86851E-09;300000;92641395.68
novembro-00;novembro;2100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;92941395.68;0;0;0;304265.9445;93245661.62;7.65404E-09;5.88772E-09;300000;92945661.62
dezembro-00;dezembro;2100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;93245661.62;0;0;0;305262.032;93550923.66;7.67909E-09;5.907E-09;300000;93250923.66
janeiro-01;janeiro;2101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;93550923.66;0;0;0;306261.3804;93857185.04;7.70423E-09;5.92633E-09;300000;93557185.04
fevereiro-01;fevereiro;2101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;93857185.04;0;0;0;307264.0005;94164449.04;7.72945E-09;5.94573E-09;300000;93864449.04
março-01;março;2101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;94164449.04;0;0;0;308269.9029;94472718.94;7.75476E-09;5.9652E-09;300000;94172718.94
abril-01;abril;2101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;94472718.94;0;0;0;309279.0983;94781998.04;7.78015E-09;5.98473E-09;300000;94481998.04
maio-01;maio;2101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;94781998.04;0;0;0;310291.5976;95092289.64;7.80562E-09;6.00432E-09;300000;94792289.64
junho-01;junho;2101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;95092289.64;0;0;0;311307.4116;95403597.05;7.83117E-09;6.02398E-09;300000;95103597.05
julho-01;julho;2101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;95403597.05;0;0;0;312326.551;95715923.6;7.85681E-09;6.0437E-09;300000;95415923.6
agosto-01;agosto;2101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;95715923.6;0;0;0;313349.0269;96029272.63;7.88253E-09;6.06348E-09;300000;95729272.63
setembro-01;setembro;2101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;96029272.63;0;0;0;314374.8501;96343647.48;7.90833E-09;6.08333E-09;300000;96043647.48
outubro-01;outubro;2101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;96343647.48;0;0;0;315404.0315;96659051.51;7.93422E-09;6.10325E-09;300000;96359051.51
novembro-01;novembro;2101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;96659051.51;0;0;0;316436.5822;96975488.09;7.9602E-09;6.12323E-09;300000;96675488.09
dezembro-01;dezembro;2101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;96975488.09;0;0;0;317472.5133;97292960.6;7.98626E-09;6.14327E-09;300000;96992960.6
janeiro-02;janeiro;2102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;97292960.6;0;0;0;318511.8357;97611472.44;8.0124E-09;6.16339E-09;300000;97311472.44
fevereiro-02;fevereiro;2102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;97611472.44;0;0;0;319554.5605;97931027;8.03863E-09;6.18356E-09;300000;97631027
março-02;março;2102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;97931027;0;0;0;320600.699;98251627.7;8.06495E-09;6.20381E-09;300000;97951627.7
abril-02;abril;2102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;98251627.7;0;0;0;321650.2623;98573277.96;8.09135E-09;6.22412E-09;300000;98273277.96
maio-02;maio;2102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;98573277.96;0;0;0;322703.2615;98895981.22;8.11784E-09;6.24449E-09;300000;98595981.22
junho-02;junho;2102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;98895981.22;0;0;0;323759.708;99219740.93;8.14442E-09;6.26494E-09;300000;98919740.93
julho-02;julho;2102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;99219740.93;0;0;0;324819.6131;99544560.54;8.17108E-09;6.28545E-09;300000;99244560.54
agosto-02;agosto;2102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;99544560.54;0;0;0;325882.988;99870443.53;8.19783E-09;6.30602E-09;300000;99570443.53
setembro-02;setembro;2102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;99870443.53;0;0;0;326949.8441;100197393.4;8.22467E-09;6.32667E-09;300000;99897393.37
outubro-02;outubro;2102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;100197393.4;0;0;0;328020.1928;100525413.6;8.25159E-09;6.34738E-09;300000;100225413.6
novembro-02;novembro;2102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;100525413.6;0;0;0;329094.0455;100854507.6;8.27861E-09;6.36816E-09;300000;100554507.6
dezembro-02;dezembro;2102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;100854507.6;0;0;0;330171.4138;101184679;8.30571E-09;6.38901E-09;300000;100884679
janeiro-03;janeiro;2103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;101184679;0;0;0;331252.3091;101515931.3;8.3329E-09;6.40992E-09;300000;101215931.3
fevereiro-03;fevereiro;2103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;101515931.3;0;0;0;332336.7429;101848268.1;8.36018E-09;6.43091E-09;300000;101548268.1
março-03;março;2103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;101848268.1;0;0;0;333424.727;102181692.8;8.38755E-09;6.45196E-09;300000;101881692.8
abril-03;abril;2103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;102181692.8;0;0;0;334516.2728;102516209.1;8.41501E-09;6.47308E-09;300000;102216209.1
maio-03;maio;2103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;102516209.1;0;0;0;335611.392;102851820.5;8.44255E-09;6.49427E-09;300000;102551820.5
junho-03;junho;2103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;102851820.5;0;0;0;336710.0963;103188530.6;8.47019E-09;6.51553E-09;300000;102888530.6
julho-03;julho;2103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;103188530.6;0;0;0;337812.3976;103526343;8.49792E-09;6.53686E-09;300000;103226343
agosto-03;agosto;2103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;103526343;0;0;0;338918.3075;103865261.3;8.52574E-09;6.55826E-09;300000;103565261.3
setembro-03;setembro;2103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;103865261.3;0;0;0;340027.8378;104205289.1;8.55365E-09;6.57973E-09;300000;103905289.1
outubro-03;outubro;2103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;104205289.1;0;0;0;341141.0005;104546430.1;8.58166E-09;6.60127E-09;300000;104246430.1
novembro-03;novembro;2103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;104546430.1;0;0;0;342257.8073;104888687.9;8.60975E-09;6.62288E-09;300000;104588687.9
dezembro-03;dezembro;2103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;104888687.9;0;0;0;343378.2703;105232066.2;8.63794E-09;6.64457E-09;300000;104932066.2
janeiro-04;janeiro;2104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;105232066.2;0;0;0;344502.4014;105576568.6;8.66621E-09;6.66632E-09;300000;105276568.6
fevereiro-04;fevereiro;2104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;105576568.6;0;0;0;345630.2127;105922198.8;8.69459E-09;6.68814E-09;300000;105622198.8
março-04;março;2104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;105922198.8;0;0;0;346761.716;106268960.5;8.72305E-09;6.71004E-09;300000;105968960.5
abril-04;abril;2104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;106268960.5;0;0;0;347896.9237;106616857.4;8.75161E-09;6.732E-09;300000;106316857.4
maio-04;maio;2104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;106616857.4;0;0;0;349035.8477;106965893.3;8.78026E-09;6.75404E-09;300000;106665893.3
junho-04;junho;2104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;106965893.3;0;0;0;350178.5002;107316071.8;8.809E-09;6.77615E-09;300000;107016071.8
julho-04;julho;2104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;107316071.8;0;0;0;351324.8935;107667396.7;8.83784E-09;6.79834E-09;300000;107367396.7
agosto-04;agosto;2104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;107667396.7;0;0;0;352475.0398;108019871.7;8.86677E-09;6.82059E-09;300000;107719871.7
setembro-04;setembro;2104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;108019871.7;0;0;0;353628.9513;108373500.7;8.8958E-09;6.84292E-09;300000;108073500.7
outubro-04;outubro;2104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;108373500.7;0;0;0;354786.6405;108728287.3;8.92492E-09;6.86532E-09;300000;108428287.3
novembro-04;novembro;2104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;108728287.3;0;0;0;355948.1196;109084235.4;8.95414E-09;6.8878E-09;300000;108784235.4
dezembro-04;dezembro;2104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;109084235.4;0;0;0;357113.4012;109441348.8;8.98345E-09;6.91035E-09;300000;109141348.8
janeiro-05;janeiro;2105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;109441348.8;0;0;0;358282.4975;109799631.3;9.01286E-09;6.93297E-09;300000;109499631.3
fevereiro-05;fevereiro;2105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;109799631.3;0;0;0;359455.4212;110159086.8;9.04237E-09;6.95567E-09;300000;109859086.8
março-05;março;2105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;110159086.8;0;0;0;360632.1847;110519718.9;9.07197E-09;6.97844E-09;300000;110219718.9
abril-05;abril;2105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;110519718.9;0;0;0;361812.8006;110881531.7;9.10167E-09;7.00128E-09;300000;110581531.7
maio-05;maio;2105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;110881531.7;0;0;0;362997.2816;111244529;9.13147E-09;7.02421E-09;300000;110944529
junho-05;junho;2105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;111244529;0;0;0;364185.6402;111608714.7;9.16136E-09;7.0472E-09;300000;111308714.7
julho-05;julho;2105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;111608714.7;0;0;0;365377.8892;111974092.6;9.19135E-09;7.07027E-09;300000;111674092.6
agosto-05;agosto;2105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;111974092.6;0;0;0;366574.0414;112340666.6;9.22144E-09;7.09342E-09;300000;112040666.6
setembro-05;setembro;2105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;112340666.6;0;0;0;367774.1094;112708440.7;9.25163E-09;7.11664E-09;300000;112408440.7
outubro-05;outubro;2105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;112708440.7;0;0;0;368978.1061;113077418.8;9.28192E-09;7.13994E-09;300000;112777418.8
novembro-05;novembro;2105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;113077418.8;0;0;0;370186.0444;113447604.9;9.31231E-09;7.16331E-09;300000;113147604.9
dezembro-05;dezembro;2105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;113447604.9;0;0;0;371397.9372;113819002.8;9.34279E-09;7.18676E-09;300000;113519002.8
janeiro-06;janeiro;2106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;113819002.8;0;0;0;372613.7974;114191616.6;9.37338E-09;7.21029E-09;300000;113891616.6
fevereiro-06;fevereiro;2106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;114191616.6;0;0;0;373833.638;114565450.2;9.40406E-09;7.23389E-09;300000;114265450.2
março-06;março;2106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;114565450.2;0;0;0;375057.4721;114940507.7;9.43485E-09;7.25758E-09;300000;114640507.7
abril-06;abril;2106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;114940507.7;0;0;0;376285.3126;115316793;9.46574E-09;7.28134E-09;300000;115016793
maio-06;maio;2106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;115316793;0;0;0;377517.1728;115694310.2;9.49673E-09;7.30517E-09;300000;115394310.2
junho-06;junho;2106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;115694310.2;0;0;0;378753.0658;116073063.2;9.52782E-09;7.32909E-09;300000;115773063.2
julho-06;julho;2106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;116073063.2;0;0;0;379993.0048;116453056.3;9.55901E-09;7.35308E-09;300000;116153056.3
agosto-06;agosto;2106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;116453056.3;0;0;0;381237.003;116834293.3;9.5903E-09;7.37715E-09;300000;116534293.3
setembro-06;setembro;2106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;116834293.3;0;0;0;382485.0738;117216778.3;9.6217E-09;7.40131E-09;300000;116916778.3
outubro-06;outubro;2106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;117216778.3;0;0;0;383737.2304;117600515.6;9.6532E-09;7.42554E-09;300000;117300515.6
novembro-06;novembro;2106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;117600515.6;0;0;0;384993.4862;117985509;9.6848E-09;7.44984E-09;300000;117685509
dezembro-06;dezembro;2106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;117985509;0;0;0;386253.8547;118371762.9;9.7165E-09;7.47423E-09;300000;118071762.9
janeiro-07;janeiro;2107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;118371762.9;0;0;0;387518.3493;118759281.2;9.74831E-09;7.4987E-09;300000;118459281.2
fevereiro-07;fevereiro;2107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;118759281.2;0;0;0;388786.9835;119148068.2;9.78023E-09;7.52325E-09;300000;118848068.2
março-07;março;2107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;119148068.2;0;0;0;390059.7709;119538128;9.81224E-09;7.54788E-09;300000;119238128
abril-07;abril;2107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;119538128;0;0;0;391336.7251;119929464.7;9.84437E-09;7.57259E-09;300000;119629464.7
maio-07;maio;2107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;119929464.7;0;0;0;392617.8597;120322082.6;9.87659E-09;7.59738E-09;300000;120022082.6
junho-07;junho;2107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;120322082.6;0;0;0;393903.1884;120715985.8;9.90893E-09;7.62225E-09;300000;120415985.8
julho-07;julho;2107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;120715985.8;0;0;0;395192.725;121111178.5;9.94137E-09;7.64721E-09;300000;120811178.5
agosto-07;agosto;2107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;121111178.5;0;0;0;396486.4831;121507665;9.97391E-09;7.67224E-09;300000;121207665
setembro-07;setembro;2107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;121507665;0;0;0;397784.4767;121905449.5;1.00066E-08;7.69736E-09;300000;121605449.5
outubro-07;outubro;2107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;121905449.5;0;0;0;399086.7196;122304536.2;1.00393E-08;7.72256E-09;300000;122004536.2
