Periodo;Mês;Ano;Básicas;Dependentes;Estilo;Viagens;Patrimonial;Financiamento 1;Financiamento 2;Financiamento 3;Financiamento 4;Financiamento 5;Despesas Totais;Receita Ativa;Receita Passiva;Receita Patrimônio;INSS;Receitas Totais;CS;Portf Inicial;Total Vendas;Projetos;Saving;Renta $;Portf Final;Projetos BRL;Projetos USD;Caixa;Longevidade
março-46;março;2046;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;14140194.05;0;0;33000;46291.31578;14219485.36;8.96881E-10;6.89908E-10;300000;13919485.36
abril-46;abril;2046;23000;0;13000;0;1000;0;0;0;0;0;37000;135000;0;0;0;135000;;14219485.36;0;0;98000;46550.89492;14364036.26;8.99817E-10;6.92167E-10;300000;14064036.26
maio-46;maio;2046;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;14364036.26;0;0;33000;47024.11693;14444060.38;9.02763E-10;6.94433E-10;300000;14144060.38
junho-46;junho;2046;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;14444060.38;0;0;33000;47286.09507;14524346.47;9.05718E-10;6.96706E-10;300000;14224346.47
julho-46;julho;2046;23000;0;13000;55683;1000;0;0;0;0;0;92683;70000;0;0;0;70000;;14524346.47;0;0;-22683;47548.93085;14549212.4;9.08683E-10;6.98987E-10;300000;14249212.4
agosto-46;agosto;2046;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;14549212.4;0;0;33000;47630.33544;14629842.74;9.11658E-10;7.01275E-10;300000;14329842.74
setembro-46;setembro;2046;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;14629842.74;0;0;33000;47894.29818;14710737.04;9.14642E-10;7.03571E-10;300000;14410737.04
outubro-46;outubro;2046;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;14710737.04;0;0;33000;48159.12506;14791896.16;9.17637E-10;7.05874E-10;300000;14491896.16
novembro-46;novembro;2046;23000;0;13000;0;1000;0;0;0;0;0;37000;136666.6667;0;0;0;136666.6667;;14791896.16;0;0;99666.66667;48424.81891;14939987.65;9.20641E-10;7.08185E-10;300000;14639987.65
dezembro-46;dezembro;2046;23000;0;13000;55683;1000;0;0;0;0;0;92683;70000;0;0;0;70000;;14939987.65;0;0;-22683;48909.6319;14966214.28;9.23655E-10;7.10504E-10;300000;14666214.28
janeiro-47;janeiro;2047;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;14966214.28;0;0;33000;48995.49107;15048209.77;9.26678E-10;7.1283E-10;300000;14748209.77
fevereiro-47;fevereiro;2047;23000;0;13000;0;2200;0;0;0;0;0;38200;70000;0;0;0;70000;;15048209.77;0;0;31800;49263.92297;15129273.69;9.29712E-10;7.15163E-10;300000;14829273.69
março-47;março;2047;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;15129273.69;0;0;33000;49529.30516;15211803;9.32756E-10;7.17504E-10;300000;14911803
abril-47;abril;2047;23000;0;13000;0;1000;0;0;0;0;0;37000;135000;0;0;0;135000;;15211803;0;0;98000;49799.48463;15359602.48;9.35809E-10;7.19853E-10;300000;15059602.48
maio-47;maio;2047;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;15359602.48;0;0;33000;50283.34168;15442885.82;9.38873E-10;7.2221E-10;300000;15142885.82
junho-47;junho;2047;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;15442885.82;0;0;33000;50555.98967;15526441.81;9.41947E-10;7.24574E-10;300000;15226441.81
julho-47;julho;2047;23000;0;13000;55683;1000;0;0;0;0;0;92683;70000;0;0;0;70000;;15526441.81;0;0;-22683;50829.53024;15554588.34;9.4503E-10;7.26946E-10;300000;15254588.34
agosto-47;agosto;2047;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;15554588.34;0;0;33000;50921.67466;15638510.02;9.48124E-10;7.29326E-10;300000;15338510.02
setembro-47;setembro;2047;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;15638510.02;0;0;33000;51196.41238;15722706.43;9.51228E-10;7.31714E-10;300000;15422706.43
outubro-47;outubro;2047;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;15722706.43;0;0;33000;51472.04953;15807178.48;9.54342E-10;7.34109E-10;300000;15507178.48
novembro-47;novembro;2047;23000;0;13000;0;1000;0;0;0;0;0;37000;136666.6667;0;0;0;136666.6667;;15807178.48;0;0;99666.66667;51748.58903;15958593.74;9.57466E-10;7.36513E-10;300000;15658593.74
dezembro-47;dezembro;2047;23000;0;13000;55683;1000;0;0;0;0;0;92683;70000;0;0;0;70000;;15958593.74;0;0;-22683;52244.28318;15988155.02;9.60601E-10;7.38924E-10;300000;15688155.02
janeiro-48;janeiro;2048;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;15988155.02;0;0;33000;52341.05913;16073496.08;9.63746E-10;7.41343E-10;300000;15773496.08
fevereiro-48;fevereiro;2048;23000;0;13000;0;2200;0;0;0;0;0;38200;70000;0;0;0;70000;;16073496.08;0;0;31800;52620.44355;16157916.52;9.66901E-10;7.4377E-10;300000;15857916.52
março-48;março;2048;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;16157916.52;0;0;33000;52896.81411;16243813.34;9.70066E-10;7.46205E-10;300000;15943813.34
abril-48;abril;2048;23000;0;13000;0;1000;0;0;0;0;0;37000;135000;0;0;0;135000;;16243813.34;0;0;98000;53178.01793;16394991.35;9.73242E-10;7.48648E-10;300000;16094991.35
maio-48;maio;2048;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;16394991.35;0;0;33000;53672.93542;16481664.29;9.76428E-10;7.51098E-10;300000;16181664.29
junho-48;junho;2048;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;16481664.29;0;0;33000;53956.68006;16568620.97;9.79625E-10;7.53557E-10;300000;16268620.97
julho-48;julho;2048;23000;0;13000;55683;1000;0;0;0;0;0;92683;70000;0;0;0;70000;;16568620.97;0;0;-22683;54241.3536;16600179.32;9.82832E-10;7.56024E-10;300000;16300179.32
agosto-48;agosto;2048;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;16600179.32;0;0;33000;54344.66744;16687523.99;9.86049E-10;7.58499E-10;300000;16387523.99
setembro-48;setembro;2048;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;16687523.99;0;0;33000;54630.61115;16775154.6;9.89277E-10;7.60982E-10;300000;16475154.6
outubro-48;outubro;2048;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;16775154.6;0;0;33000;54917.49097;16863072.09;9.92516E-10;7.63474E-10;300000;16563072.09
novembro-48;novembro;2048;23000;0;13000;0;1000;0;0;0;0;0;37000;136666.6667;0;0;0;136666.6667;;16863072.09;0;0;99666.66667;55205.30996;17017944.07;9.95765E-10;7.65973E-10;300000;16717944.07
dezembro-48;dezembro;2048;23000;0;13000;55683;1000;0;0;0;0;0;92683;70000;0;0;0;70000;;17017944.07;0;0;-22683;55712.32051;17050973.39;9.99025E-10;7.68481E-10;300000;16750973.39
janeiro-49;janeiro;2049;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;17050973.39;0;0;33000;55820.44991;17139793.84;1.0023E-09;7.70997E-10;300000;16839793.84
fevereiro-49;fevereiro;2049;23000;0;13000;0;2200;0;0;0;0;0;38200;70000;0;0;0;70000;;17139793.84;0;0;31800;56111.22495;17227705.06;1.00558E-09;7.73521E-10;300000;16927705.06
março-49;março;2049;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;17227705.06;0;0;33000;56399.02342;17317104.09;1.00887E-09;7.76053E-10;300000;17017104.09
abril-49;abril;2049;23000;0;13000;0;1000;0;0;0;0;0;37000;135000;0;0;0;135000;;17317104.09;0;0;98000;56691.69256;17471795.78;1.01217E-09;7.78593E-10;300000;17171795.78
maio-49;maio;2049;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;17471795.78;0;0;33000;57198.11291;17561993.89;1.01549E-09;7.81142E-10;300000;17261993.89
junho-49;junho;2049;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;17561993.89;0;0;33000;57493.39806;17652487.29;1.01881E-09;7.837E-10;300000;17352487.29
julho-49;julho;2049;23000;0;13000;55683;1000;0;0;0;0;0;92683;70000;0;0;0;70000;;17652487.29;0;0;-22683;57789.6499;17687593.94;1.02214E-09;7.86265E-10;300000;17387593.94
agosto-49;agosto;2049;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;17687593.94;0;0;33000;57904.57994;17778498.52;1.02549E-09;7.88839E-10;300000;17478498.52
setembro-49;setembro;2049;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;17778498.52;0;0;33000;58202.17788;17869700.7;1.02885E-09;7.91422E-10;300000;17569700.7
outubro-49;outubro;2049;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;17869700.7;0;0;33000;58500.75007;17961201.45;1.03222E-09;7.94013E-10;300000;17661201.45
novembro-49;novembro;2049;23000;0;13000;0;1000;0;0;0;0;0;37000;136666.6667;0;0;0;136666.6667;;17961201.45;0;0;99666.66667;58800.29972;18119668.42;1.0356E-09;7.96612E-10;300000;17819668.42
dezembro-49;dezembro;2049;23000;0;13000;55683;1000;0;0;0;0;0;92683;70000;0;0;0;70000;;18119668.42;0;0;-22683;59319.07933;18156304.49;1.03899E-09;7.9922E-10;300000;17856304.49
janeiro-50;janeiro;2050;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;18156304.49;0;0;33000;59439.01632;18248743.51;1.04239E-09;8.01836E-10;300000;17948743.51
fevereiro-50;fevereiro;2050;23000;0;13000;0;2200;0;0;0;0;0;38200;70000;0;0;0;70000;;18248743.51;0;0;31800;59741.63761;18340285.15;1.0458E-09;8.04461E-10;300000;18040285.15
março-50;março;2050;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;18340285.15;0;0;33000;60041.32111;18433326.47;1.04922E-09;8.07095E-10;300000;18133326.47
abril-50;abril;2050;23000;0;13000;0;1000;0;0;0;0;0;37000;135000;0;0;0;135000;;18433326.47;0;0;98000;60345.91418;18591672.38;1.05266E-09;8.09737E-10;300000;18291672.38
maio-50;maio;2050;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;18591672.38;0;0;33000;60864.2975;18685536.68;1.0561E-09;8.12388E-10;300000;18385536.68
junho-50;junho;2050;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;18685536.68;0;0;33000;61171.58479;18779708.27;1.05956E-09;8.15048E-10;300000;18479708.27
julho-50;julho;2050;23000;0;13000;55683;1000;0;0;0;0;0;92683;70000;0;0;0;70000;;18779708.27;0;0;-22683;61479.87805;18818505.14;1.06303E-09;8.17716E-10;300000;18518505.14
agosto-50;agosto;2050;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;18818505.14;0;0;33000;61606.88893;18913112.03;1.06651E-09;8.20393E-10;300000;18613112.03
setembro-50;setembro;2050;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;18913112.03;0;0;33000;61916.60727;19008028.64;1.07E-09;8.23079E-10;300000;18708028.64
outubro-50;outubro;2050;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;19008028.64;0;0;33000;62227.33954;19103255.98;1.07351E-09;8.25773E-10;300000;18803255.98
novembro-50;novembro;2050;23000;0;13000;0;1000;0;0;0;0;0;37000;136666.6667;0;0;0;136666.6667;;19103255.98;0;0;99666.66667;62539.08907;19265461.74;1.07702E-09;8.28477E-10;300000;18965461.74
dezembro-50;dezembro;2050;23000;0;13000;55683;1000;0;0;0;0;0;92683;70000;0;0;0;70000;;19265461.74;0;0;-22683;63070.10851;19305848.84;1.08055E-09;8.31189E-10;300000;19005848.84
janeiro-51;janeiro;2051;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;19305848.84;0;0;33000;63202.32539;19402051.17;1.08408E-09;8.3391E-10;300000;19102051.17
fevereiro-51;fevereiro;2051;23000;0;13000;0;2200;0;0;0;0;0;38200;70000;0;0;0;70000;;19402051.17;0;0;31800;63517.26677;19497368.44;1.08763E-09;8.3664E-10;300000;19197368.44
março-51;março;2051;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;19497368.44;0;0;33000;63829.3107;19594197.75;1.09119E-09;8.39379E-10;300000;19294197.75
abril-51;abril;2051;23000;0;13000;0;1000;0;0;0;0;0;37000;135000;0;0;0;135000;;19594197.75;0;0;98000;64146.30467;19756344.05;1.09476E-09;8.42127E-10;300000;19456344.05
maio-51;maio;2051;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;19756344.05;0;0;33000;64677.12947;19854021.18;1.09835E-09;8.44884E-10;300000;19554021.18
junho-51;junho;2051;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;19854021.18;0;0;33000;64996.89898;19952018.08;1.10194E-09;8.4765E-10;300000;19652018.08
julho-51;julho;2051;23000;0;13000;55683;1000;0;0;0;0;0;92683;70000;0;0;0;70000;;19952018.08;0;0;-22683;65317.71532;19994652.8;1.10555E-09;8.50424E-10;300000;19694652.8
agosto-51;agosto;2051;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;19994652.8;0;0;33000;65457.29029;20093110.09;1.10917E-09;8.53209E-10;300000;19793110.09
setembro-51;setembro;2051;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;20093110.09;0;0;33000;65779.61384;20191889.7;1.1128E-09;8.56002E-10;300000;19891889.7
outubro-51;outubro;2051;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;20191889.7;0;0;33000;66102.99259;20290992.69;1.11645E-09;8.58804E-10;300000;19990992.69
novembro-51;novembro;2051;23000;0;13000;0;1000;0;0;0;0;0;37000;136666.6667;0;0;0;136666.6667;;20290992.69;0;0;99666.66667;66427.43;20457086.79;1.1201E-09;8.61616E-10;300000;20157086.79
dezembro-51;dezembro;2051;23000;0;13000;55683;1000;0;0;0;0;0;92683;70000;0;0;0;70000;;20457086.79;0;0;-22683;66971.17885;20501374.97;1.12377E-09;8.64436E-10;300000;20201374.97
janeiro-52;janeiro;2052;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;20501374.97;0;0;33000;67116.16682;20601491.13;1.12745E-09;8.67266E-10;300000;20301491.13
fevereiro-52;fevereiro;2052;23000;0;13000;0;2200;0;0;0;0;0;38200;70000;0;0;0;70000;;20601491.13;0;0;31800;67443.9211;20700735.06;1.13114E-09;8.70105E-10;300000;20400735.06
março-52;março;2052;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;20700735.06;0;0;33000;67768.81987;20801503.88;1.13484E-09;8.72954E-10;300000;20501503.88
abril-52;abril;2052;23000;0;13000;0;1000;0;0;0;0;0;37000;135000;0;0;0;135000;;20801503.88;0;0;98000;68098.71077;20967602.59;1.13856E-09;8.75812E-10;300000;20667602.59
maio-52;maio;2052;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;20967602.59;0;0;33000;68642.47472;21069245.06;1.14228E-09;8.78679E-10;300000;20769245.06
junho-52;junho;2052;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;21069245.06;0;0;33000;68975.22574;21171220.29;1.14602E-09;8.81555E-10;300000;20871220.29
julho-52;julho;2052;23000;0;13000;55683;1000;0;0;0;0;0;92683;70000;0;0;0;70000;;21171220.29;0;0;-22683;69309.06609;21217846.35;1.14977E-09;8.84441E-10;300000;20917846.35
agosto-52;agosto;2052;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;21217846.35;0;0;33000;69461.7077;21320308.06;1.15354E-09;8.87337E-10;300000;21020308.06
setembro-52;setembro;2052;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;21320308.06;0;0;33000;69797.14067;21423105.2;1.15731E-09;8.90242E-10;300000;21123105.2
outubro-52;outubro;2052;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;21423105.2;0;0;33000;70133.67176;21526238.87;1.1611E-09;8.93156E-10;300000;21226238.87
novembro-52;novembro;2052;23000;0;13000;0;1000;0;0;0;0;0;37000;136666.6667;0;0;0;136666.6667;;21526238.87;0;0;99666.66667;70471.30456;21696376.84;1.1649E-09;8.9608E-10;300000;21396376.84
dezembro-52;dezembro;2052;23000;0;13000;55683;1000;0;0;0;0;0;92683;70000;0;0;0;70000;;21696376.84;0;0;-22683;71028.292;21744722.14;1.16872E-09;8.99014E-10;300000;21444722.14
janeiro-53;janeiro;2053;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;21744722.14;0;0;33000;71186.56191;21848908.7;1.17254E-09;9.01957E-10;300000;21548908.7
fevereiro-53;fevereiro;2053;23000;0;13000;0;2200;0;0;0;0;0;38200;70000;0;0;0;70000;;21848908.7;0;0;31800;71527.6416;21952236.34;1.17638E-09;9.0491E-10;300000;21652236.34
março-53;março;2053;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;21952236.34;0;0;33000;71865.90941;22057102.25;1.18023E-09;9.07872E-10;300000;21757102.25
abril-53;abril;2053;23000;0;13000;0;1000;0;0;0;0;0;37000;135000;0;0;0;135000;;22057102.25;0;0;98000;72209.21311;22227311.46;1.1841E-09;9.10844E-10;300000;21927311.46
maio-53;maio;2053;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;22227311.46;0;0;33000;72766.43379;22333077.9;1.18797E-09;9.13826E-10;300000;22033077.9
junho-53;junho;2053;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;22333077.9;0;0;33000;73112.68557;22439190.58;1.19186E-09;9.16818E-10;300000;22139190.58
julho-53;julho;2053;23000;0;13000;55683;1000;0;0;0;0;0;92683;70000;0;0;0;70000;;22439190.58;0;0;-22683;73460.07089;22489967.65;1.19576E-09;9.19819E-10;300000;22189967.65
agosto-53;agosto;2053;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;22489967.65;0;0;33000;73626.3018;22596593.95;1.19968E-09;9.2283E-10;300000;22296593.95
setembro-53;setembro;2053;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;22596593.95;0;0;33000;73975.36857;22703569.32;1.20361E-09;9.25851E-10;300000;22403569.32
outubro-53;outubro;2053;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;22703569.32;0;0;33000;74325.57809;22810894.9;1.20755E-09;9.28882E-10;300000;22510894.9
novembro-53;novembro;2053;23000;0;13000;0;1000;0;0;0;0;0;37000;136666.6667;0;0;0;136666.6667;;22810894.9;0;0;99666.66667;74676.9341;22985238.5;1.2115E-09;9.31923E-10;300000;22685238.5
dezembro-53;dezembro;2053;23000;0;13000;55683;1000;0;0;0;0;0;92683;70000;0;0;0;70000;;22985238.5;0;0;-22683;75247.68969;23037803.19;1.21547E-09;9.34974E-10;300000;22737803.19
janeiro-54;janeiro;2054;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;23037803.19;0;0;33000;75419.7728;23146222.96;1.21945E-09;9.38035E-10;300000;22846222.96
fevereiro-54;fevereiro;2054;23000;0;13000;0;2200;0;0;0;0;0;38200;70000;0;0;0;70000;;23146222.96;0;0;31800;75774.71093;23253797.68;1.22344E-09;9.41106E-10;300000;22953797.68
março-54;março;2054;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;23253797.68;0;0;33000;76126.88254;23362924.56;1.22744E-09;9.44187E-10;300000;23062924.56
abril-54;abril;2054;23000;0;13000;0;1000;0;0;0;0;0;37000;135000;0;0;0;135000;;23362924.56;0;0;98000;76484.13555;23537408.69;1.23146E-09;9.47278E-10;300000;23237408.69
maio-54;maio;2054;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;23537408.69;0;0;33000;77055.35121;23647464.04;1.23549E-09;9.50379E-10;300000;23347464.04
junho-54;junho;2054;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;23647464.04;0;0;33000;77415.64379;23757879.69;1.23954E-09;9.5349E-10;300000;23457879.69
julho-54;julho;2054;23000;0;13000;55683;1000;0;0;0;0;0;92683;70000;0;0;0;70000;;23757879.69;0;0;-22683;77777.11588;23812973.8;1.2436E-09;9.56612E-10;300000;23512973.8
agosto-54;agosto;2054;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;23812973.8;0;0;33000;77957.47968;23923931.28;1.24767E-09;9.59744E-10;300000;23623931.28
setembro-54;setembro;2054;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;23923931.28;0;0;33000;78320.72559;24035252.01;1.25175E-09;9.62886E-10;300000;23735252.01
outubro-54;outubro;2054;23000;0;13000;0;1000;0;0;0;0;0;37000;70000;0;0;0;70000;;24035252.01;0;0;33000;78685.16068;24146937.17;1.25585E-09;9.66038E-10;300000;23846937.17
novembro-54;novembro;2054;23000;0;13000;0;1000;0;0;0;0;0;37000;136666.6667;0;0;0;136666.6667;;24146937.17;0;0;99666.66667;79050.78883;24325654.63;1.25996E-09;9.692E-10;300000;24025654.63
dezembro-54;dezembro;2054;23000;0;13000;55683;1000;0;0;0;0;0;92683;70000;0;0;0;70000;;24325654.63;0;0;-22683;79635.86328;24382607.49;1.26409E-09;9.72373E-10;300000;24082607.49
janeiro-55;janeiro;2055;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;0;0;;24382607.49;0;0;-37000;79822.31213;24425429.8;1.26822E-09;9.75557E-10;300000;24125429.8
fevereiro-55;fevereiro;2055;23000;0;13000;0;2200;0;0;0;0;0;38200;0;0;0;0;0;;24425429.8;0;0;-38200;79962.50124;24467192.3;1.27238E-09;9.7875E-10;300000;24167192.3
março-55;março;2055;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;0;0;;24467192.3;0;0;-37000;80099.2208;24510291.52;1.27654E-09;9.81954E-10;300000;24210291.52
abril-55;abril;2055;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;0;0;;24510291.52;0;0;-37000;80240.31643;24553531.84;1.28072E-09;9.85169E-10;300000;24253531.84
maio-55;maio;2055;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;0;0;;24553531.84;0;0;-37000;80381.87398;24596913.71;1.28491E-09;9.88394E-10;300000;24296913.71
junho-55;junho;2055;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;0;0;;24596913.71;0;0;-37000;80523.89494;24640437.61;1.28912E-09;9.9163E-10;300000;24340437.61
julho-55;julho;2055;23000;0;13000;55683;1000;0;0;0;0;0;92683;0;0;0;0;0;;24640437.61;0;0;-92683;80666.38085;24628420.99;1.29334E-09;9.94876E-10;300000;24328420.99
agosto-55;agosto;2055;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;0;0;;24628420.99;0;0;-37000;80627.04157;24672048.03;1.29757E-09;9.98133E-10;300000;24372048.03
setembro-55;setembro;2055;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;0;0;;24672048.03;0;0;-37000;80769.86515;24715817.9;1.30182E-09;1.0014E-09;300000;24415817.9
outubro-55;outubro;2055;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;0;0;;24715817.9;0;0;-37000;80913.1563;24759731.05;1.30608E-09;1.00468E-09;300000;24459731.05
novembro-55;novembro;2055;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;0;0;;24759731.05;0;0;-37000;81056.91654;24803787.97;1.31036E-09;1.00797E-09;300000;24503787.97
dezembro-55;dezembro;2055;23000;0;13000;55683;1000;0;0;0;0;0;92683;0;0;0;0;0;;24803787.97;0;0;-92683;81201.14742;24792306.12;1.31465E-09;1.01127E-09;300000;24492306.12
janeiro-56;janeiro;2056;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;24792306.12;0;0;-27000;81163.55883;24846469.68;1.31895E-09;1.01458E-09;300000;24546469.68
fevereiro-56;fevereiro;2056;23000;0;13000;0;2200;0;0;0;0;0;38200;0;0;0;10000;10000;;24846469.68;0;0;-28200;81340.87622;24899610.55;1.32327E-09;1.0179E-09;300000;24599610.55
março-56;março;2056;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;24899610.55;0;0;-27000;81514.84562;24954125.4;1.3276E-09;1.02123E-09;300000;24654125.4
abril-56;abril;2056;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;24954125.4;0;0;-27000;81693.31304;25008818.71;1.33195E-09;1.02458E-09;300000;24708818.71
maio-56;maio;2056;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;25008818.71;0;0;-27000;81872.36472;25063691.07;1.33631E-09;1.02793E-09;300000;24763691.07
junho-56;junho;2056;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;25063691.07;0;0;-27000;82052.00256;25118743.08;1.34068E-09;1.0313E-09;300000;24818743.08
julho-56;julho;2056;23000;0;13000;55683;1000;0;0;0;0;0;92683;0;0;0;10000;10000;;25118743.08;0;0;-82683;82232.22849;25118292.31;1.34507E-09;1.03467E-09;300000;24818292.31
agosto-56;agosto;2056;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;25118292.31;0;0;-27000;82230.75278;25173523.06;1.34948E-09;1.03806E-09;300000;24873523.06
setembro-56;setembro;2056;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;25173523.06;0;0;-27000;82411.56389;25228934.62;1.35389E-09;1.04146E-09;300000;24928934.62
outubro-56;outubro;2056;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;25228934.62;0;0;-27000;82592.96694;25284527.59;1.35833E-09;1.04487E-09;300000;24984527.59
novembro-56;novembro;2056;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;25284527.59;0;0;-27000;82774.96384;25340302.55;1.36277E-09;1.04829E-09;300000;25040302.55
dezembro-56;dezembro;2056;23000;0;13000;55683;1000;0;0;0;0;0;92683;0;0;0;10000;10000;;25340302.55;0;0;-82683;82957.55656;25340577.11;1.36723E-09;1.05172E-09;300000;25040577.11
janeiro-57;janeiro;2057;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;25340577.11;0;0;-27000;82958.45539;25396535.57;1.37171E-09;1.05516E-09;300000;25096535.57
fevereiro-57;fevereiro;2057;23000;0;13000;0;2200;0;0;0;0;0;38200;0;0;0;10000;10000;;25396535.57;0;0;-28200;83141.64881;25451477.21;1.3762E-09;1.05862E-09;300000;25151477.21
março-57;março;2057;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;25451477.21;0;0;-27000;83321.51347;25507798.73;1.38071E-09;1.06208E-09;300000;25207798.73
abril-57;abril;2057;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;25507798.73;0;0;-27000;83505.89545;25564304.62;1.38523E-09;1.06556E-09;300000;25264304.62
